genus,S_1,S_2,S_3,S_4,W_1,W_2,W_3,W_4,PETS_1,PETS_2,PETS_3,PETS_4,PETW_1,PETW_2,PETW_3,PETW_4,EVS_1,EVS_2,EVS_3,EVS_4,EVW_1,EVW_2,EVW_3,EVW_4,PETEVS_1,PETEVS_2,PETEVS_3,PETEVS_4,PETEVW_1,PETEVW_2,PETEVW_3,PETEVW_4
g__Sphingopyxis,0.875125308,0.18965564,0.127340215,0.078571622,0.224877401,0.149015145,0.777588122,0.479557831,0,0,0.02167493,0.016256198,0.037931128,0.04334986,0.010837465,0.037931128,0,0,0.054187326,0.013546831,0,0,0,0,1.286948983,0.563548186,0.040640494,0,0.032512395,0.046059227,0.354926983,0.143596413
g__Sphingorhabdus,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0.010837465
g__Sphingosinicella,0.051477959,0.035221762,0.029803029,0,0.100246552,0.086699721,0.265517895,0.146305779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100246552,0.024384297,0,0,0.018965564,0.02167493,0,0.029803029
g__Spirochaeta,0,0.005418733,0,0,0,0,0,0,0.335961419,0.273645994,0.298030291,0.222168035,0,0,0,0,0.002709366,0,0.010837465,0.005418733,0,0.005418733,0,0,0.121921483,0.11650275,0.111084017,0,0,0,0,0
g__Spiroplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Spirosoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0
g__Sporacetigenium,0,0.032512395,0.013546831,0,0.048768593,0.02167493,0,0.027093663,0.111084017,0.132758948,0.184236907,0.154433878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108374651,0.029803029,0,0,0,0,0.224877401
g__Sporobacter,0,0,0,0,0,0,0,0,0.075862256,0.04334986,0.035221762,0.046059227,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0.02167493,0,0,0,0,0,0
g__Sporocytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0.195074372,0,0,0,0,0
g__Sporolactobacillus,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Sporomusa,0,0,0.008128099,0,0,0,0,0,0.067734157,0.016256198,0.04334986,0.032512395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Sporosarcina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Staphylococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051477959,0,0.027093663,0,0.029803029,0.040640494,0,0,0.766750657,0.316995855,0.059606058,0.032512395,0.032512395,0.140887047,0.059606058,0.382020645
g__Stella,0,0,0,0,0.016256198,0.008128099,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Stenotrophobacter,0.051477959,0.157143244,0.051477959,0,0,0,0.016256198,0,0,0.027093663,0,0.032512395,0,0,0,0,0,0,0.024384297,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0
g__Stenotrophomonas,0,0,0.046059227,0.008128099,0,0.013546831,0,0,0,0,0,0,0,0.010837465,0,0.02167493,0,0,0,0,0,0,0.008128099,0,0,0,0.02167493,0.111084017,0,0,0,0.035221762
g__Steroidobacter,0,0,0,0,0,0,0,0.016256198,0.016256198,0.035221762,0.037931128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089409087,0,0,0,0,0,0,0
g__Sterolibacterium,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0
g__Streptococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0.005418733,0,0,0,0,0,0.018965564,0.013546831,0,0.002709366,0.018965564,0,0.13817768
g__Streptomyces,0.067734157,0.295320924,0.419951773,0.520198326,0.02167493,0.111084017,0,0.029803029,4.657400634,3.497791866,5.006908884,3.543851093,0.105665285,0.018965564,0.035221762,0.048768593,0.008128099,0,0.035221762,0,0.035221762,0.008128099,0,0,0.227586767,1.576851175,3.346067355,15.34314124,0.18965564,0.382020645,0,1.341136308
g__Streptosporangium,0,0,0,0,0,0,0,0,0.054187326,0.065024791,0.105665285,0.065024791,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Subdoligranulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0.018965564,0,0,0,0,0
g__Subgroup_10,0,0,0,0,0.013546831,0,0.008128099,0,0.037931128,0.051477959,0.027093663,0.067734157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0
g__Sulfuricella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Sulfurifustis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0.032512395,0.010837465,0,0,0,0.005418733,0,0,0.005418733,0,0,0,0,0
g__Sulfuritalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0,0.008128099,0,0,0,0.081280988,0,0,0,0,0,0,0.024384297
g__Sumerlaea,0,0,0,0,0,0,0,0,0.121921483,0.075862256,0.09482782,0.100246552,0,0,0,0,0.056896692,0.005418733,0.330542686,0.002709366,0.035221762,0.018965564,0,0.013546831,0.02167493,0,0,0,0,0,0,0
g__Sva0081_sediment_group,0.016256198,0,0,0,0,0,0,0,0.02167493,0.032512395,0.054187326,0.029803029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__SWB02,0.029803029,0.108374651,0.27635536,0.09482782,3.600747785,1.674388361,5.386220163,2.939662413,0.032512395,0.092118453,0.016256198,0.013546831,0.048768593,0.024384297,0.010837465,0.046059227,0.04334986,0.005418733,0.214039936,0.013546831,0.024384297,0.027093663,0,0.008128099,0.246552331,0.056896692,0.024384297,0.441626704,0.146305779,0.550001355,1.04852475,4.971687122
g__Symbiobacterium,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Syntrophobacter,0.013546831,0.046059227,0.013546831,0.010837465,0,0,0,0,0.086699721,0.113793384,0.081280988,0.097537186,0,0,0,0,0.016256198,0,0.002709366,0,0,0,0,0,0.04334986,0.013546831,0,0,0,0,0,0
g__Syntrophomonas,0,0,0,0,0,0,0,0,0,0.018965564,0.016256198,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Syntrophorhabdus,0.067734157,0.075862256,0.054187326,0.018965564,0,0,0,0,0.146305779,0.162561977,0.165271343,0.11650275,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0.010837465,0.024384297,0.165271343,0,0,0,0
g__Syntrophus,0.197783738,0.298030291,0.251971064,0.157143244,0,0,0,0,0.441626704,0.325123954,0.42266114,0.335961419,0,0,0,0,0.005418733,0,0.016256198,0,0.016256198,0,0,0,0,0.010837465,0.018965564,0,0.013546831,0.027093663,0,0
g__Taonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Tellurimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Tepidimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0.005418733
g__Terrabacter,0,0,0,0,0,0,0,0,0.09482782,0.04334986,0.11650275,0.056896692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Terriglobus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0
g__Terrimicrobium,0,0,0,0,0,0,0.051477959,0.024384297,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0.018965564,0.008128099,0,0.008128099,0,0,0.013546831,0.04334986,0,0,0,0
g__Terrimonas,0.21133057,0.154433878,0.208621204,0.154433878,1.100002709,0.241133599,0.249261698,0.241133599,0.018965564,0.070443523,0.09482782,0,2.021187244,0.208621204,0.089409087,0.203202471,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0.035221762,0.008128099,0.018965564
g__Terrisporobacter,0,0,0,0,0.065024791,0.040640494,0,0.051477959,0,0,0.024384297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Thauera,0,0,0,0,0,0,0,0,0.04334986,0,0.108374651,0.018965564,0,0.008128099,0.018965564,0.013546831,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0
g__Thermincola,0.005418733,0,0,0,0,0,0,0,0.070443523,0.105665285,0.070443523,0.051477959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Thermoanaerobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Thermobispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Thermomonas,0,0,0.02167493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0
g__Thermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099
g__Thiopseudomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029803029,0,0,0,0,0,0,0
g__Tissierella,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__TM7,0,0,0,0,0.013546831,0,0,0,0.005418733,0,0,0,0,0,0,0.002709366,0,0.002709366,0.013546831,0.024384297,0.27635536,0.222168035,0.010837465,0.005418733,0,0.013546831,0.032512395,0.13817768,0.005418733,0,0,0
g__TM7a,0,0,0,0,0,0,0,0.008128099,0.005418733,0,0,0,0,0,0,0,0,0,0.002709366,0,0.010837465,0.010837465,0,0,0.102955919,0.010837465,0.046059227,0.357636349,0,0.151724512,0,0.132758948
g__Tolypothrix,0,0,0,0,0,0,0,0,0,0.018965564,0,0.035221762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Treponema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0.065024791,0,0,0,0,0,0,0,0,0,0,0,0
g__Tropicimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09482782,0,0,0,0
g__Truepera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0
g__Tuberibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Tumebacillus,0.005418733,0.018965564,0.008128099,0.037931128,0,0,0,0,0.425370506,0.587932483,0.455173535,0.904928337,0,0,0,0,0,0,0,0,0,0,0,0,0.024384297,0.027093663,0,0,0,0,0,0
g__Turicibacter,0,0,0,0,0,0,0,0,0.002709366,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Turneriella,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0.070443523,0
g__Tuzzerella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0.143596413,0.035221762,0.07315289,0,0
g__Tychonema_CCAP_1459-11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__UBA1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032512395,0,0,0,0,0.010837465,0,0
g__UCG-002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0
g__UCG-003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__UCG-004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0
g__UCG-005,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154433878,0,0.100246552,0.877834674,0.216749302,0.30615839,0,0
g__UCG-009,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0
g__UCG-012,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Uliginosibacterium,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__ABY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Acidimicrobiia,0,0,0,0,0.07315289,0.046059227,0.010837465,0,0.024384297,0.016256198,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Acidobacteriae,0,0.008128099,0.005418733,0.002709366,0,0,0,0.016256198,0.018965564,0.016256198,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0.032512395
g__unclassified_c__Actinobacteria,0,0.005418733,0.002709366,0.029803029,0,0.005418733,0,0.008128099,0.075862256,0.11650275,0.062315424,0.162561977,0,0,0.005418733,0,0,0,0,0,0,0.010837465,0,0,0.100246552,0,0,0.268227262,0,0.525617058,0.032512395,0
g__unclassified_c__Alphaproteobacteria,0.002709366,0.005418733,0.010837465,0.032512395,0.270936628,0.149015145,0.227586767,0.173399442,0.173399442,0.195074372,0.143596413,0.127340215,0.097537186,0.048768593,0,0.002709366,0.176108808,0.037931128,0.471429733,0.056896692,0.102955919,0.027093663,0,0.008128099,0.051477959,0.037931128,0.083990355,0.419951773,0,0.024384297,0,0.108374651
g__unclassified_c__Anaerolineae,0.054187326,0.081280988,0.078571622,0.013546831,0,0.018965564,0.005418733,0,0.300739657,0.376601913,0.479557831,0.287192826,0.002709366,0,0,0,0.400986209,0.200493105,2.167493023,0.208621204,0.403695576,0.102955919,0.010837465,0.048768593,0.173399442,0,0.097537186,0,0,0,0,0
g__unclassified_c__Bacilli,0,0.035221762,0,0.005418733,0.146305779,0,0.008128099,0.005418733,0.005418733,0.010837465,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0
g__unclassified_c__Bacteroidia,0.005418733,0,0,0.02167493,0,0,0.008128099,0,0,0.024384297,0,0,0.005418733,0.032512395,0,0,0.008128099,0,0,0.010837465,0.010837465,0,0,0,0,0,0,0,0,0,0.013546831,0
g__unclassified_c__Blastocatellia,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Clostridia,0.008128099,0.013546831,0.010837465,0,0,0.008128099,0,0,0.157143244,0.108374651,0.173399442,0.097537186,0,0,0,0,0.027093663,0,0.059606058,0.005418733,0.029803029,0.008128099,0,0,0.127340215,0.016256198,0.056896692,0,0.005418733,0.04334986,0,0
g__unclassified_c__Coriobacteriia,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Dehalococcoidia,0,0.002709366,0,0.005418733,0,0,0,0,0.005418733,0.054187326,0.037931128,0.013546831,0,0,0,0,0.027093663,0.010837465,0.097537186,0.02167493,0.07315289,0.008128099,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Desulfuromonadia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Gammaproteobacteria,0.008128099,0.11650275,0.029803029,0.108374651,0.051477959,0.037931128,0.04334986,0.051477959,0.027093663,0.035221762,0.040640494,0.024384297,0.008128099,0.04334986,0.008128099,0.010837465,0,0.002709366,0.005418733,0,0.037931128,0,0,0.005418733,0.054187326,0,0.032512395,0,0.008128099,0.018965564,0.032512395,0.130049581
g__unclassified_c__Gracilibacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Microgenomatia,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0.09482782,0,0,0.056896692,0,0,0,0,0,0,0
g__unclassified_c__Parcubacteria,0.005418733,0,0,0.008128099,0,0,0,0,0.016256198,0.005418733,0.010837465,0,0.005418733,0,0,0.002709366,0.585223116,0.149015145,1.23818039,3.232273971,12.54436587,10.79140589,1.1650275,0.940150099,0.27635536,0,0.010837465,0,0,0,0.013546831,0
g__unclassified_c__Phycisphaerae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Planctomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Polyangia,0,0,0,0,0,0,0,0,0.040640494,0.035221762,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Thermodesulfovibrionia,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Thermoleophilia,0,0,0,0,0,0,0,0,0.008128099,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_c__Verrucomicrobiae,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Acetobacteraceae,0,0.013546831,0,0,0.005418733,0,0.040640494,0.013546831,0.005418733,0.032512395,0.02167493,0.008128099,0,0,0,0,0,0,0.016256198,0,0,0.018965564,0,0,0,0,0,0,0,0,0,0.027093663
g__unclassified_f__Acidobacteriaceae_Subgroup_1,0,0.010837465,0,0,0,0,0,0.005418733,0.005418733,0,0,0,0,0,0,0,0,0,0.027093663,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Alcaligenaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465
g__unclassified_f__Anaerolineaceae,0.027093663,0.024384297,0.016256198,0,0,0,0,0,0.181527541,0.029803029,0.070443523,0.081280988,0,0,0,0,0.002709366,0,0.04334986,0.016256198,0.035221762,0.010837465,0,0,0.010837465,0,0.010837465,0,0.008128099,0,0,0
g__unclassified_f__Anaerovoracaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0.018965564,0.035221762,0,0
g__unclassified_f__Azospirillaceae,0,0,0,0.005418733,0,0.005418733,0,0,0,0,0,0,0.024384297,0,0.002709366,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0
g__unclassified_f__Bacillaceae,0,0.005418733,0.02167493,0.02167493,0.30615839,0.27635536,0.018965564,0,0,0.032512395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054187326,0,0,0,0,0,0,0
g__unclassified_f__Bacteriovoracaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Beijerinckiaceae,0.032512395,0.048768593,0,0,0.002709366,0,0.027093663,0.024384297,0.474139099,0.520198326,0.433498605,0.522907692,0.024384297,0.010837465,0.016256198,0.02167493,0.005418733,0,0.029803029,0,0,0,0,0,0.086699721,0,0.010837465,0,0,0.016256198,0,0
g__unclassified_f__Blastocatellaceae,0.059606058,0.056896692,0.07315289,0,0.151724512,0.018965564,0.170690076,0.07315289,0.054187326,0.048768593,0.197783738,0.027093663,0,0,0,0,0.04334986,0.027093663,2.582026064,0.249261698,0.452464169,0.154433878,0.002709366,0.046059227,0.059606058,0.024384297,0.002709366,0,0,0,0,0
g__unclassified_f__Burkholderiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Caldilineaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Calditrichaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Caloramatoraceae,0,0,0,0,0,0.013546831,0,0,0,0.024384297,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Caulobacteraceae,0.002709366,0.035221762,0,0.005418733,0.008128099,0,0.013546831,0.016256198,0.07315289,0.065024791,0.089409087,0.086699721,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0.04334986,0,0,0,0,0.04334986,0,0.018965564
g__unclassified_f__Cellulomonadaceae,0,0.010837465,0,0,0,0,0,0,0.203202471,0.086699721,0.287192826,0.13817768,0,0,0,0,0,0,0,0,0,0,0,0,0.146305779,0,0,0,0,0,0,0
g__unclassified_f__Chitinophagaceae,1.216505459,0.774878756,1.828822238,7.838196646,0.311577122,2.172911756,2.495326343,0.72069143,0.075862256,0.097537186,0.027093663,0.010837465,0.010837465,0.016256198,0.818228616,0.750494459,0,0,0.013546831,0,0,0,0,0,0.048768593,0.089409087,0.010837465,0,0.018965564,0.216749302,0.016256198,0.005418733
g__unclassified_f__Chlamydiaceae,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Chloroflexaceae,0,0,0,0,0,0,0,0,0,0.032512395,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054187326,0,0,0,0,0,0,0
g__unclassified_f__Christensenellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0
g__unclassified_f__Chthoniobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Clostridiaceae,0,0.005418733,0,0,0,0.018965564,0.002709366,0,0.184236907,0.195074372,0.197783738,0.046059227,0,0,0,0,0,0,0,0,0,0,0,0,0.048768593,0,0,0,0,0,0,0
g__unclassified_f__Comamonadaceae,0.430789238,2.270448942,1.571432442,1.116258907,2.072665204,1.823403506,0.796553686,0.636701076,0.536454523,0.750494459,0.522907692,0.50936086,1.007884256,0.490395297,1.257145954,1.362811238,0.105665285,0.008128099,0.059606058,0.046059227,0.089409087,0.059606058,0,0.005418733,0.438917337,0.346798884,2.080793302,0.858869111,0.130049581,0.606898047,0.417242407,5.979571378
g__unclassified_f__Cyclobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Dermacoccaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Desulfitobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Desulfocapsaceae,0,0,0,0,0,0,0,0,0.054187326,0.070443523,0.065024791,0.062315424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Desulfosarcinaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Devosiaceae,0.027093663,0.046059227,0.054187326,0,0,0,0.005418733,0.024384297,0,0,0,0,0.550001355,0.029803029,0.024384297,0.037931128,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0
g__unclassified_f__Enterobacteriaceae,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0.002709366,0,0,0,0.035221762,0,0.005418733,0,0,0,0.062315424,0,0,0.02167493,0,0.010837465
g__unclassified_f__Erysipelotrichaceae,0.067734157,0.035221762,0.051477959,0.008128099,0.083990355,0,0,0.027093663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Frankiaceae,0,0,0,0,0,0,0,0,0,0,0.105665285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Gallionellaceae,0,0.035221762,0,0,0,0,0,0,0.056896692,0.046059227,0.048768593,0.035221762,0,0,0,0,0.270936628,0.07315289,0.988918692,0.753203826,1.454929692,1.135224471,0.035221762,0.029803029,0.346798884,0.07315289,0.027093663,0.124630849,0.010837465,0,0,0
g__unclassified_f__Gemmatimonadaceae,0.005418733,0.016256198,0,0.027093663,0,0,0,0,0.086699721,0.130049581,0.04334986,0.051477959,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0.024384297,0.029803029,0,0,0.054187326,0.127340215,1.414289198
g__unclassified_f__Geobacteraceae,0.008128099,0.029803029,0.029803029,0,0,0,0,0,0.065024791,0.051477959,0.086699721,0.029803029,0,0,0,0,0,0,0.010837465,0,0.008128099,0,0,0,0,0.018965564,0.010837465,0.09482782,0,0,0,0
g__unclassified_f__Geodermatophilaceae,0,0.010837465,0,0,0,0,0.005418733,0,0.07315289,0.056896692,0.037931128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Gracilibacteraceae,0,0,0,0,0.230296134,0,0,0,0.09482782,0.040640494,0.067734157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Holosporaceae,0,0,0,0,0.008128099,0.008128099,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Hungateiclostridiaceae,0.010837465,0.024384297,0.005418733,0,0,0,0,0,0.56083882,0.547291988,0.512070227,0.436207971,0,0,0,0,0,0,0,0.005418733,0.005418733,0,0,0,0.081280988,0.013546831,0,0.067734157,0.016256198,0.04334986,0,0
